4.5	0.10654735437972433	0.1438284667740066
12.5	0.007836816362827924	0.0036255202884171705
20.5	0.0025011116051578478	0.001175098627827144
28.5	0.0016118274788795017	0.0008875455437233943
37.375	0.0010560248999555357	0.00044115462056434923
45.5	0.0009448643841707424	0.00034709859928848364
54.5	0.0011116051578479323	0.0006288188360929724
66.625	0.0007225433526011559	0.0004411546205643493
81.75	0.0005002223210315695	0.00014705154018811642
101.25	0.0006113828368163628	0.00030945777917018797
137.5	0.0005002223210315695	0.00014705154018811642
179.875	0.00044464206313917296	0.0
