3.0	0.16841339155749635	0.1801915561408406
8.0	0.012954876273653566	0.00856706781342775
13.0	0.005385735080058225	0.0021392923517757016
18.0	0.003056768558951965	0.0024958410770716515
23.8	0.0020378457059679763	0.0017467248908296944
29.0	0.0017467248908296946	0.0007422153586015698
34.4	0.0010189228529839884	0.0003565487252959503
44.8	0.0008733624454148471	0.0002911208151382824
55.2	0.0010189228529839884	0.0005822416302765647
77.6	0.0008733624454148471	0.0002911208151382824
94.8	0.000727802037845706	0.0
157.8	0.0008733624454148471	0.0002911208151382824
